point_id,OBJECTID,is_misplaced
403,403,0
404,404,0
405,405,0
406,406,0
407,407,0
408,408,0
409,409,0
410,410,0
411,411,0
412,412,0
413,413,0
414,414,0
415,415,0
416,416,0
417,417,0
418,418,0
419,419,0
420,420,0
421,421,0
422,422,0
423,423,0
424,424,0
425,425,0
426,426,0
427,427,0
428,428,0
429,429,0
430,430,0
431,431,0
432,432,0
433,433,0
434,434,0
435,435,0
436,436,0
437,437,0
438,438,0
439,439,0
440,440,0
441,441,0
442,442,0
443,443,0
444,444,0
445,445,0
446,446,0
447,447,0
448,448,0
449,449,0
450,450,0
451,451,0
452,452,0
453,453,0
454,454,0
455,455,0
456,456,0
457,457,0
458,458,0
459,459,0
460,460,0
461,461,0
462,462,0
463,463,0
464,464,0
465,465,0
466,466,0
467,467,0
468,468,0
469,469,0
470,470,0
471,471,0
472,472,0
473,473,0
474,474,0
475,475,0
476,476,0
477,477,0
478,478,0
479,479,0
480,480,0
481,481,0
482,482,0
483,483,0
484,484,0
485,485,0
486,486,0
487,487,0
488,488,0
489,489,0
490,490,0
491,491,0
492,492,0
493,493,0
494,494,0
495,495,0
496,496,0
497,497,0
498,498,0
499,499,0
500,500,0
501,501,0
502,502,0
503,503,0
504,504,0
505,505,0
506,506,0
507,507,0
508,508,0
509,509,0
510,510,0
511,511,0
512,512,0
513,513,0
514,514,0
515,515,0
516,516,0
517,517,0
518,518,0
519,519,0
520,520,0
521,521,0
522,522,0
523,523,0
524,524,0
525,525,0
526,526,0
527,527,0
528,528,0
529,529,0
530,530,0
531,531,0
532,532,0
533,533,0
534,534,0
535,535,0
536,536,0
537,537,0
538,538,0
539,539,0
540,540,0
541,541,0
542,542,0
543,543,0
544,544,0
545,545,0
546,546,0
547,547,0
548,548,0
549,549,0
550,550,0
551,551,0
552,552,0
553,553,0
554,554,0
555,555,0
556,556,0
557,557,0
558,558,0
559,559,0
560,560,0
561,561,0
562,562,0
563,563,0
564,564,0
565,565,0
566,566,0
567,567,0
568,568,0
569,569,0
570,570,0
571,571,0
572,572,0
573,573,0
574,574,0
575,575,0
576,576,0
577,577,0
578,578,0
579,579,0
580,580,0
581,581,0
582,582,0
583,583,0
584,584,0
585,585,0
586,586,0
587,587,0
588,588,0
589,589,0
590,590,0
591,591,0
592,592,0
593,593,0
594,594,0
595,595,0
596,596,0
597,597,0
598,598,0
599,599,0
600,600,0
601,601,0
602,602,0
603,603,0
604,604,0
605,605,0
606,606,0
607,607,0
608,608,0
609,609,0
610,610,0
611,611,0
612,612,0
613,613,0
614,614,0
615,615,0
616,616,0
617,617,0
618,618,0
619,619,0
620,620,0
621,621,0
622,622,0
623,623,0
624,624,0
625,625,0
626,626,0
627,627,0
628,628,0
629,629,0
630,630,0
631,631,0
632,632,0
633,633,0
634,634,0
635,635,0
636,636,0
637,637,0
638,638,0
639,639,0
640,640,0
641,641,0
642,642,0
643,643,0
644,644,0
645,645,0
646,646,0
647,647,0
648,648,0
649,649,0
650,650,0
651,651,0
652,652,0
653,653,0
654,654,0
655,655,0
656,656,0
657,657,0
658,658,0
659,659,0
660,660,0
661,661,0
662,662,0
663,663,0
664,664,0
665,665,0
666,666,0
667,667,0
668,668,0
669,669,0
670,670,0
671,671,0
672,672,0
673,673,0
674,674,0
675,675,0
676,676,0
677,677,0
678,678,0
679,679,0
680,680,0
681,681,0
682,682,0
683,683,0
684,684,0
685,685,0
686,686,0
687,687,0
688,688,0
689,689,0
690,690,0
691,691,0
692,692,0
693,693,0
694,694,0
695,695,0
696,696,0
697,697,0
698,698,0
699,699,0
700,700,0
701,701,0
702,702,0
703,703,0
704,704,0
705,705,0
706,706,0
707,707,0
708,708,0
709,709,0
710,710,0
711,711,0
712,712,0
713,713,0
714,714,0
715,715,0
716,716,0
717,717,0
718,718,0
719,719,0
720,720,0
721,721,0
722,722,0
723,723,0
724,724,0
725,725,0
726,726,0
727,727,0
728,728,0
729,729,0
730,730,0
731,731,0
732,732,0
733,733,0
734,734,0
735,735,0
736,736,0
737,737,0
738,738,0
739,739,0
740,740,0
741,741,0
742,742,0
743,743,0
744,744,0
745,745,0
746,746,0
747,747,0
748,748,0
749,749,0
750,750,0
751,751,0
752,752,0
753,753,0
754,754,0
755,755,0
756,756,0
757,757,0
758,758,0
759,759,0
760,760,0
761,761,0
762,762,0
763,763,0
764,764,0
765,765,0
766,766,0
767,767,0
768,768,0
769,769,0
770,770,0
771,771,0
772,772,0
773,773,0
774,774,0
775,775,0
776,776,0
777,777,0
778,778,0
779,779,0
780,780,0
781,781,0
782,782,0
783,783,0
784,784,0
785,785,0
786,786,0
787,787,0
788,788,0
789,789,0
790,790,0
791,791,0
792,792,0
793,793,0
794,794,0
795,795,0
796,796,0
797,797,0
798,798,0
799,799,0
800,800,0
801,801,0
802,802,0
803,803,0
804,804,0
805,805,0
806,806,0
807,807,0
808,808,0
809,809,0
810,810,0
811,811,0
812,812,0
813,813,0
814,814,0
815,815,0
816,816,0
817,817,0
818,818,0
819,819,0
820,820,0
821,821,0
822,822,0
823,823,0
824,824,0
825,825,0
826,826,0
827,827,0
828,828,0
829,829,0
830,830,0
831,831,0
832,832,0
833,833,0
834,834,0
835,835,0
836,836,0
837,837,0
838,838,0
839,839,0
840,840,0
841,841,0
842,842,0
843,843,1
844,844,1
845,845,1
846,846,0
847,847,0
848,848,0
1056,1056,0
1495,1495,0
4899,4899,0
4900,4900,0
4901,4901,0
6238,6238,0
6239,6239,0
6240,6240,0
7023,7023,0
7024,7024,0
7025,7025,0
7026,7026,0
7027,7027,0
7028,7028,0
7029,7029,0
7030,7030,0
7031,7031,0
7032,7032,0
7033,7033,0
7034,7034,0
7035,7035,0
7036,7036,0
7037,7037,0
7038,7038,0
7039,7039,0
7040,7040,0
7041,7041,0
7970,7970,0
12348,12348,0
12349,12349,0
12353,12353,0
12437,12437,0
12438,12438,0
12439,12439,0
12440,12440,0
12441,12441,0
12442,12442,0
12443,12443,0
12444,12444,0
12445,12445,0
12446,12446,0
12447,12447,0
12449,12449,0
12450,12450,0
12451,12451,0
12452,12452,0
12453,12453,0
12454,12454,0
12455,12455,0
12487,12487,0
12488,12488,0
12489,12489,0
12490,12490,0
12491,12491,0
12492,12492,0
12493,12493,0
12494,12494,0
12495,12495,0
12531,12531,0
12592,12592,0
12593,12593,0
12594,12594,0
12595,12595,0
12596,12596,0
12597,12597,0
12598,12598,0
12599,12599,0
12600,12600,0
12601,12601,0
12602,12602,0
12603,12603,0
12604,12604,0
12605,12605,0
12606,12606,0
12607,12607,0
12608,12608,0
12609,12609,0
12610,12610,0
12611,12611,0
12612,12612,0
12613,12613,0
12614,12614,0
12615,12615,0
12616,12616,0
12617,12617,0
12618,12618,0
12619,12619,0
12620,12620,0
12621,12621,0
12622,12622,0
12623,12623,0
12624,12624,0
12625,12625,0
12626,12626,0
14152,14152,0
18156,18156,0
18157,18157,0
18158,18158,0
18159,18159,0
18160,18160,0
18161,18161,0
18162,18162,0
18163,18163,0
18164,18164,0
18165,18165,0
18166,18166,0
18167,18167,0
18168,18168,0
18169,18169,0
18170,18170,0
18171,18171,0
18172,18172,0
18173,18173,0
18174,18174,0
18175,18175,0
18176,18176,0
18177,18177,0
19300,19300,0
19301,19301,0
19302,19302,0
19303,19303,0
19304,19304,0
19696,19696,0
19697,19697,0
19698,19698,0
19699,19699,0
19700,19700,0
19701,19701,0
19702,19702,0
19703,19703,0
21474,21474,0
22460,22460,0
22464,22464,0
22467,22467,0
22468,22468,0
22469,22469,0
22471,22471,0
22472,22472,0
22475,22475,0
22496,22496,0
22497,22497,0
22498,22498,0
22499,22499,0
22500,22500,0
22501,22501,0
22502,22502,0
22503,22503,0
22504,22504,0
22505,22505,0
22506,22506,0
22507,22507,0
22508,22508,0
22509,22509,0
22510,22510,0
22511,22511,0
22512,22512,0
22513,22513,0
22514,22514,0
22539,22539,0
22540,22540,0
22541,22541,0
22542,22542,0
22543,22543,0
22544,22544,0
22545,22545,0
22546,22546,0
22547,22547,0
22548,22548,0
22549,22549,0
22550,22550,0
22551,22551,0
22552,22552,0
22553,22553,0
22554,22554,0
22555,22555,0
22556,22556,0
22557,22557,0
22558,22558,0
22559,22559,0
22560,22560,0
22561,22561,0
22562,22562,0
22563,22563,0
23105,23105,0
23156,23156,0
23157,23157,0
23158,23158,0
23159,23159,0
23160,23160,0
23161,23161,0
23162,23162,0
23163,23163,0
23164,23164,0
23165,23165,0
28764,28764,0
32335,32335,0
32336,32336,0
32337,32337,0
32338,32338,0
32339,32339,0
32340,32340,0
32416,32416,0
33041,33041,0
33042,33042,0
33043,33043,0
33044,33044,0
33045,33045,0
33046,33046,0
33605,33605,0
33606,33606,0
33607,33607,0
33643,33643,0
33644,33644,0
33645,33645,0
33646,33646,0
33647,33647,0
33648,33648,0
33649,33649,0
33650,33650,0
34814,34814,0
34815,34815,0
34816,34816,0
34817,34817,0
34818,34818,0
35011,35011,0
35675,35675,0
35903,35903,0
36143,36143,0
36144,36144,0
36145,36145,0
36146,36146,0
36147,36147,0
36148,36148,0
36149,36149,0
36594,36594,0
36595,36595,0
36622,36622,0
36683,36683,0
36684,36684,0
36742,36742,0
36743,36743,0
36744,36744,0
36745,36745,0
36769,36769,0
36770,36770,0
36771,36771,0
36772,36772,0
36784,36784,0
36785,36785,0
36791,36791,0
36792,36792,0
36793,36793,0
36794,36794,0
36795,36795,0
36938,36938,0
36949,36949,0
37048,37048,0
37061,37061,0
37074,37074,0
37075,37075,0
37076,37076,0
37079,37079,0
37117,37117,0
37170,37170,0
37171,37171,0
37172,37172,0
37173,37173,0
37174,37174,0
37227,37227,0
37242,37242,0
37276,37276,0
37414,37414,0
37415,37415,0
38207,38207,0
38208,38208,0
38267,38267,0
38268,38268,0
38269,38269,0
38270,38270,0
38281,38281,0
38308,38308,0
38315,38315,0
38316,38316,0
38317,38317,0
38318,38318,0
38319,38319,0
38358,38358,0
38359,38359,0
38360,38360,0
38361,38361,0
38484,38484,0
38500,38500,0
38502,38502,0
38510,38510,0
38523,38523,0
38524,38524,0
38525,38525,0
38526,38526,0
38527,38527,0
38528,38528,0
38529,38529,0
38590,38590,0
38591,38591,0
38592,38592,0
38593,38593,0
38594,38594,0
38595,38595,0
38596,38596,0
39336,39336,0
39674,39674,0
39675,39675,0
39676,39676,0
39677,39677,0
39678,39678,0
40433,40433,0
40434,40434,0
40435,40435,0
40436,40436,0
40437,40437,0
40438,40438,0
40439,40439,0
40440,40440,0
40441,40441,0
40442,40442,0
40742,40742,0
41027,41027,0
41028,41028,0
41033,41033,0
41034,41034,0
41035,41035,0
41036,41036,0
41037,41037,0
41040,41040,0
41042,41042,0
41077,41077,0
41078,41078,0
41079,41079,0
41080,41080,0
41081,41081,0
41271,41271,0
41272,41272,0
41303,41303,0
41393,41393,0
41397,41397,0
41400,41400,0
41401,41401,0
41402,41402,0
41437,41437,0
41441,41441,0
41442,41442,0
41541,41541,0
41542,41542,0
41543,41543,0
41544,41544,0
41592,41592,0
41593,41593,0
41594,41594,0
41595,41595,0
41596,41596,0
41740,41740,0
41809,41809,0
42074,42074,0
42075,42075,0
42076,42076,0
42077,42077,0
42078,42078,0
42171,42171,0
42172,42172,0
42173,42173,0
42332,42332,0
42333,42333,0
42334,42334,0
42337,42337,0
42398,42398,0
42400,42400,0
42402,42402,0
42403,42403,0
42404,42404,0
42405,42405,0
42406,42406,0
42407,42407,0
42408,42408,0
42760,42760,0
42778,42778,0
42779,42779,0
42780,42780,0
42889,42889,0
42892,42892,0
42893,42893,0
42929,42929,0
42930,42930,0
42931,42931,0
42932,42932,0
42933,42933,0
42934,42934,0
42935,42935,0
42936,42936,0
42937,42937,0
42938,42938,0
42939,42939,0
42940,42940,0
42941,42941,0
42942,42942,0
42943,42943,0
42976,42976,0
42977,42977,0
42978,42978,0
42979,42979,0
42980,42980,0
42981,42981,0
42982,42982,0
42983,42983,0
42984,42984,0
42985,42985,0
42986,42986,0
42987,42987,0
42988,42988,0
42989,42989,0
42992,42992,0
42994,42994,0
43044,43044,0
43045,43045,0
43046,43046,0
43047,43047,0
43048,43048,0
43049,43049,0
43056,43056,0
43057,43057,0
43058,43058,0
43059,43059,0
43060,43060,0
43064,43064,0
43065,43065,0
43066,43066,0
43067,43067,0
43068,43068,0
43125,43125,0
43127,43127,0
43128,43128,0
43245,43245,0
43246,43246,0
43247,43247,0
43248,43248,0
43272,43272,0
43273,43273,0
43274,43274,0
43275,43275,0
43276,43276,0
43595,43595,0
43596,43596,0
43597,43597,0
43598,43598,0
43599,43599,0
43600,43600,0
43601,43601,0
43602,43602,0
43603,43603,0
43604,43604,0
43605,43605,0
43606,43606,0
43607,43607,0
43608,43608,0
43682,43682,0
43683,43683,0
43801,43801,0
43802,43802,0
43803,43803,0
43804,43804,0
43805,43805,0
43806,43806,0
43807,43807,0
43808,43808,0
43809,43809,0
43810,43810,0
43811,43811,0
43812,43812,0
43813,43813,0
43814,43814,0
43815,43815,0
43816,43816,0
44116,44116,0
44180,44180,0
44181,44181,0
44182,44182,0
44220,44220,0
44221,44221,0
44222,44222,0
44223,44223,0
44224,44224,0
44225,44225,0
44226,44226,0
44399,44399,0
44400,44400,0
44436,44436,0
44439,44439,0
44440,44440,0
44441,44441,0
44474,44474,0
44475,44475,0
44476,44476,0
44477,44477,0
44478,44478,0
44479,44479,0
44480,44480,0
44481,44481,0
44552,44552,0
44553,44553,0
44554,44554,0
44641,44641,0
44642,44642,0
44643,44643,0
44644,44644,0
44645,44645,0
44646,44646,0
44680,44680,0
44681,44681,0
44701,44701,0
44755,44755,0
44756,44756,0
44772,44772,0
44793,44793,0
44830,44830,0
44831,44831,0
44832,44832,0
44833,44833,0
44834,44834,0
44840,44840,0
44849,44849,0
44851,44851,0
44852,44852,0
44856,44856,0
44857,44857,0
44858,44858,0
44859,44859,0
44863,44863,0
44865,44865,0
44866,44866,0
44867,44867,0
44868,44868,0
44907,44907,0
44909,44909,0
44910,44910,0
44911,44911,0
44912,44912,0
44913,44913,0
44940,44940,0
44977,44977,0
44978,44978,0
44988,44988,0
44989,44989,0
44998,44998,0
44999,44999,0
45000,45000,0
45001,45001,0
45002,45002,0
45022,45022,0
45023,45023,0
45043,45043,0
45048,45048,0
45049,45049,0
45050,45050,0
45051,45051,0
45052,45052,0
45053,45053,0
45054,45054,0
45055,45055,0
45057,45057,0
45058,45058,0
45059,45059,0
45060,45060,0
45061,45061,0
45062,45062,0
45063,45063,0
45064,45064,0
45065,45065,0
45066,45066,0
45067,45067,0
45068,45068,0
45069,45069,0
45070,45070,0
45071,45071,0
45072,45072,0
45073,45073,0
45074,45074,0
45075,45075,0
45076,45076,0
45077,45077,0
45078,45078,0
45079,45079,0
45080,45080,0
45081,45081,0
45082,45082,0
45095,45095,0
45101,45101,0
45102,45102,0
45103,45103,0
45104,45104,0
45105,45105,0
45106,45106,0
45107,45107,0
45115,45115,0
45116,45116,0
45117,45117,0
45118,45118,0
45119,45119,0
45120,45120,0
45121,45121,0
45122,45122,0
45123,45123,0
45124,45124,0
45125,45125,0
45126,45126,0
45127,45127,0
45128,45128,0
45154,45154,0
45155,45155,0
45223,45223,0
45240,45240,0
45241,45241,0
45242,45242,0
45243,45243,0
45244,45244,0
45280,45280,0
45281,45281,0
45282,45282,0
45283,45283,0
45284,45284,0
45285,45285,0
45325,45325,0
45326,45326,0
45327,45327,0
45328,45328,0
45329,45329,0
45330,45330,0
45331,45331,0
45332,45332,0
45333,45333,0
45334,45334,0
45335,45335,0
45336,45336,0
45337,45337,0
45338,45338,0
45339,45339,0
45340,45340,0
45341,45341,0
45342,45342,0
45343,45343,0
45344,45344,0
45345,45345,0
45346,45346,0
45348,45348,0
45349,45349,0
45350,45350,0
45351,45351,0
45352,45352,0
45353,45353,0
45354,45354,0
45355,45355,0
45356,45356,0
45357,45357,0
45358,45358,0
45359,45359,0
45360,45360,0
45361,45361,0
45362,45362,0
45363,45363,0
45364,45364,0
45365,45365,0
45366,45366,0
45367,45367,0
45369,45369,0
45370,45370,0
45371,45371,0
45375,45375,0
45376,45376,0
45377,45377,0
45378,45378,0
45393,45393,0
45394,45394,0
45395,45395,0
45396,45396,0
45397,45397,0
45398,45398,0
45399,45399,0
45400,45400,0
45401,45401,0
45402,45402,0
45404,45404,0
45405,45405,0
45406,45406,0
45407,45407,0
45408,45408,0
45409,45409,0
45413,45413,0
45414,45414,0
45415,45415,0
45416,45416,0
45417,45417,0
45418,45418,0
45419,45419,0
45421,45421,0
45430,45430,0
45431,45431,0
45432,45432,0
45433,45433,0
45434,45434,0
45435,45435,0
45436,45436,0
45444,45444,0
45445,45445,0
45447,45447,0
45449,45449,0
45450,45450,0
45451,45451,0
45452,45452,0
45492,45492,0
45511,45511,0
45512,45512,0
45515,45515,0
45517,45517,0
45518,45518,0
45521,45521,0
45523,45523,0
45525,45525,0
45526,45526,0
45527,45527,0
45528,45528,0
45529,45529,0
45530,45530,0
45531,45531,0
45532,45532,0
45533,45533,0
45534,45534,0
45535,45535,0
45536,45536,0
45537,45537,0
45538,45538,0
45539,45539,0
45540,45540,0
45541,45541,0
45542,45542,0
45543,45543,0
45544,45544,0
45546,45546,0
45547,45547,0
45550,45550,0
45551,45551,0
45552,45552,0
45553,45553,0
45554,45554,0
45555,45555,0
45556,45556,0
45557,45557,0
45558,45558,0
45559,45559,0
45560,45560,0
45608,45608,0
45609,45609,0
45610,45610,0
45611,45611,0
45612,45612,0
45613,45613,0
45614,45614,0
45616,45616,0
45618,45618,0
45619,45619,0
45620,45620,0
45624,45624,0
45625,45625,0
45626,45626,0
45627,45627,0
45628,45628,0
45629,45629,0
45630,45630,0
45631,45631,0
45632,45632,0
45633,45633,0
45634,45634,0
45635,45635,0
45636,45636,0
45637,45637,0
45638,45638,0
45660,45660,0
45661,45661,0
45662,45662,0
45663,45663,0
45664,45664,0
45665,45665,0
45666,45666,0
45667,45667,0
45668,45668,0
45669,45669,0
45670,45670,0
45671,45671,0
45672,45672,0
45673,45673,0
45674,45674,0
45675,45675,0
45676,45676,0
45688,45688,0
45689,45689,0
45690,45690,0
45691,45691,0
45692,45692,0
45693,45693,0
45694,45694,0
45695,45695,0
45696,45696,0
45697,45697,0
45698,45698,0
45699,45699,0
45700,45700,0
45701,45701,0
45702,45702,0
45703,45703,0
45707,45707,0
45724,45724,0
45729,45729,0
45730,45730,0
45731,45731,0
45736,45736,0
45738,45738,0
45739,45739,0
45740,45740,0
45741,45741,0
45742,45742,0
45748,45748,0
45749,45749,0
45750,45750,0
45751,45751,0
45752,45752,0
45753,45753,0
45754,45754,0
45774,45774,0
45795,45795,0
45796,45796,0
45863,45863,0
45864,45864,0
45865,45865,0
45866,45866,0
45867,45867,0
45868,45868,0
45869,45869,0
45870,45870,0
45881,45881,0
45899,45899,0
45900,45900,0
45908,45908,0
45911,45911,0
45965,45965,0
46010,46010,0
46129,46129,0
46210,46210,0
46211,46211,0
46212,46212,0
46256,46256,0
46257,46257,0
46258,46258,0
46259,46259,0
46260,46260,0
46318,46318,0
46393,46393,0
46932,46932,0
46933,46933,0
46934,46934,0
47068,47068,0
47069,47069,0
47070,47070,0
47071,47071,0
47072,47072,0
47088,47088,0
47264,47264,0
47291,47291,0
47292,47292,0
47293,47293,0
47294,47294,0
47295,47295,0
47428,47428,0
47440,47440,0
47546,47546,0
47547,47547,0
47548,47548,0
47651,47651,0
47652,47652,0
47653,47653,0
47761,47761,0
47813,47813,0
47814,47814,0
47841,47841,0
47865,47865,0
47866,47866,0
47867,47867,0
47868,47868,0
47876,47876,0
47877,47877,0
47878,47878,0
47879,47879,0
47880,47880,0
47881,47881,0
47882,47882,0
47883,47883,0
47884,47884,0
47944,47944,0
48118,48118,0
48124,48124,0
49191,49191,0
49192,49192,0
49193,49193,0
49194,49194,0
49210,49210,0
49211,49211,0
49212,49212,0
49213,49213,0
49214,49214,0
49215,49215,0
49216,49216,0
49217,49217,0
49218,49218,0
49219,49219,0
49220,49220,0
49221,49221,0
49222,49222,0
49605,49605,0
49606,49606,0
49898,49898,0
49899,49899,0
49900,49900,0
49909,49909,0
50282,50282,0
56477,56477,0
56760,56760,0
56763,56763,0
56764,56764,0
56765,56765,0
56766,56766,0
56767,56767,0
56768,56768,0
56769,56769,0
56771,56771,0
57235,57235,0
57286,57286,0
57369,57369,0
57376,57376,0
57521,57521,0
57522,57522,0
57844,57844,0
57947,57947,0
57948,57948,0
61325,61325,0
62492,62492,0
62493,62493,0
62494,62494,0
62495,62495,0
62496,62496,0
62497,62497,0
62498,62498,0
62499,62499,0
62500,62500,0
62501,62501,0
62502,62502,0
62503,62503,0
62504,62504,0
62505,62505,0
62506,62506,0
62507,62507,0
62508,62508,0
62509,62509,0
62510,62510,0
68271,68271,0
69571,69571,0
69572,69572,0
69573,69573,0
69574,69574,0
69575,69575,0
69576,69576,0
69577,69577,0
69578,69578,0
69579,69579,0
69580,69580,0
69581,69581,0
69582,69582,0
69583,69583,0
81800,81800,0
81801,81801,0
81802,81802,0
81803,81803,0
81804,81804,0
82075,82075,0
82076,82076,0
82077,82077,0
82078,82078,0
82079,82079,0
82104,82104,0
82105,82105,0
82187,82187,0
82856,82856,0
82857,82857,0
82931,82931,0
82933,82933,0
82935,82935,0
82936,82936,0
82937,82937,0
82938,82938,0
82939,82939,0
83003,83003,0
83004,83004,0
83005,83005,0
83006,83006,0
83007,83007,0
83008,83008,0
83009,83009,0
83010,83010,0
83011,83011,0
83012,83012,0
83013,83013,0
83014,83014,0
83015,83015,0
83016,83016,0
83017,83017,0
83018,83018,0
83019,83019,0
83020,83020,0
83021,83021,0
83022,83022,0
83023,83023,0
83024,83024,0
83025,83025,0
83027,83027,0
83048,83048,0
83720,83720,0
83721,83721,0
83907,83907,0
84154,84154,0
84155,84155,0
84156,84156,0
84157,84157,0
84158,84158,0
84159,84159,0
84160,84160,0
84161,84161,0
84162,84162,0
84163,84163,0
84240,84240,0
84276,84276,0
84277,84277,0
84278,84278,0
84279,84279,0
84295,84295,0
84296,84296,0
84297,84297,0
84298,84298,0
84299,84299,0
84300,84300,0
84301,84301,0
84302,84302,0
84303,84303,0
84304,84304,0
84305,84305,0
84306,84306,0
84307,84307,0
84310,84310,0
84312,84312,0
84314,84314,0
84315,84315,0
84316,84316,0
84317,84317,0
84336,84336,0
84344,84344,0
84366,84366,0
84367,84367,0
84368,84368,0
84369,84369,0
84370,84370,0
84371,84371,0
84373,84373,0
86103,86103,0
86716,86716,0
86717,86717,0
86718,86718,0
86719,86719,0
87968,87968,0
87969,87969,0
87989,87989,0
87990,87990,0
87991,87991,0
87992,87992,0
87993,87993,0
87994,87994,0
88195,88195,1
88197,88197,1
88198,88198,1
89035,89035,0
89483,89483,0
89484,89484,0
89485,89485,0
89486,89486,0
89487,89487,0
89488,89488,0
89489,89489,0
89770,89770,0
89947,89947,0
90670,90670,0
90986,90986,0
90987,90987,0
90988,90988,0
90989,90989,0
90990,90990,0
90991,90991,0
90992,90992,0
